ProjectCode,ProjectName,ReportMonth,OverallRiskProbability,OverallRiskPrediction,TopFactor1,TopFactor1_SHAP,TopFactor2,TopFactor2_SHAP,TopFactor3,TopFactor3_SHAP,TopFactor4,TopFactor4_SHAP,TopFactor5,TopFactor5_SHAP,RiskExplanation
618830,,2026-04-01,0.765723,1,Agency_National Highways Authority of India [NHAI],0.866769,State_Jharkhand,0.337487,CurrentExpenditureRatio,0.284207,ProgressVelocity,-0.194668,Expenditure,-0.163879,Agency_National Highways Authority of India [NHAI]; State_Jharkhand; CurrentExpenditureRatio
618821,,2026-04-01,0.584761,1,Agency_National Highways Authority of India [NHAI],0.65215,State_Odisha,-0.258822,ProgressVelocity,-0.254086,Expenditure,0.137475,HasRevisedDoc,0.091,Agency_National Highways Authority of India [NHAI]; Expenditure; HasRevisedDoc
618970,,2026-04-01,0.809319,1,Agency_National Highways Authority of India [NHAI],0.908741,CurrentExpenditureRatio,0.631985,ProgressVelocity,-0.226939,ExpenditureProgressGap,-0.158127,ProjectAgeDays,0.114149,Agency_National Highways Authority of India [NHAI]; CurrentExpenditureRatio; ProjectAgeDays
618590,,2026-05-01,0.920966,1,Agency_National Highways Authority of India [NHAI],0.827625,ProgressVelocity,0.352444,RobustCurrentGap,0.239412,ProjectAgeDays,0.21709,CurrentExpenditureRatio,0.180981,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; RobustCurrentGap
618288,,2026-05-01,0.024936,0,CurrentExpenditureRatio,-0.914146,Physical Progress,-0.618924,Expenditure,-0.548963,ProjectAgeDays,-0.470446,Agency_National Highways Authority of India [NHAI],-0.466369,ProgressVelocity; Agency_NHIDCL; ExpenditureProgressGap
618262,,2026-04-01,0.014495,0,CurrentExpenditureRatio,-0.940786,Physical Progress,-0.47035,Agency_National Highways Authority of India [NHAI],-0.468027,ProjectAgeDays,-0.446354,Expenditure,-0.321279,RemainingPlannedDays; ApprovalToStartDays; ScheduleElapsedRatio
616226,,2026-04-01,0.085889,0,HasRevisedDoc,-0.411393,Agency_National Highways Authority of India [NHAI],-0.286281,Physical Progress,-0.27888,OriginalCost,-0.242718,ExpenditureProgressGap,-0.219797,CurrentExpenditureRatio; State_Gujarat; State_Uttar Pradesh
611855,,2026-04-01,0.499823,1,Agency_North Western Railway [NWR],1.380849,HasRevisedDoc,-0.340313,ExpenditureProgressGap,-0.243167,Agency_National Highways Authority of India [NHAI],-0.213949,ProgressVelocity,-0.142261,Agency_North Western Railway [NWR]; Physical Progress; OriginalCost
611669,,2026-04-01,0.491325,1,Agency_National Highways Authority of India [NHAI],-0.462757,Physical Progress,-0.274839,CurrentExpenditureRatio,0.226152,ProjectAgeDays,0.189385,OriginalCost,0.158099,CurrentExpenditureRatio; ProjectAgeDays; OriginalCost
619022,,2026-04-01,0.033532,0,Physical Progress,-0.662905,HasRevisedDoc,-0.430643,CurrentExpenditureRatio,-0.427613,State_Haryana,-0.358283,Agency_National Highways Authority of India [NHAI],-0.327068,RemainingPlannedDays; LateStageLowProgress; ProjectAgeDays
615917,,2026-05-01,0.08952,0,ExpenditureProgressGap,-0.455234,Agency_National Highways Authority of India [NHAI],-0.370605,CurrentExpenditureRatio,-0.358949,HasRevisedDoc,-0.327503,NoProgress,0.300606,NoProgress; ProgressVelocity; Agency_Western Coalfields Limited [WCL]
619123,,2026-04-01,0.887028,1,Agency_National Highways Authority of India [NHAI],0.690339,ProjectAgeDays,0.440575,ProgressScheduleGap,0.27034,CurrentExpenditureRatio,0.231086,RobustCurrentGap,0.194588,Agency_National Highways Authority of India [NHAI]; ProjectAgeDays; ProgressScheduleGap
618743,,2026-04-01,0.070172,0,HasRevisedDoc,-1.081808,RemainingPlannedDays,-0.625656,ProjectAgeDays,-0.545855,Agency_National Highways Authority of India [NHAI],0.434351,Physical Progress,-0.379928,Agency_National Highways Authority of India [NHAI]; RevisedCost; RobustCurrentGap
616253,,2026-04-01,0.139761,0,CurrentExpenditureRatio,-0.531054,Agency_Ministry of Coal,0.530995,Physical Progress,-0.404747,RevisedCost,-0.309098,State_Jharkhand,0.29865,Agency_Ministry of Coal; State_Jharkhand; Expenditure
709857,,2026-05-01,0.743927,1,Expenditure,0.762382,RobustCurrentGap,0.454259,Physical Progress,0.358174,OriginalCost,-0.289009,Agency_National Highways Authority of India [NHAI],-0.288262,Expenditure; RobustCurrentGap; Physical Progress
619053,,2026-05-01,0.207738,0,Physical Progress,-0.562448,NoProgress,0.394008,Agency_National Highways Authority of India [NHAI],-0.342892,HasRevisedDoc,-0.266181,ProjectAgeDays,-0.192992,NoProgress; ProgressVelocity; RobustCurrentGap
705780,,2026-05-01,0.082556,0,Agency_National Highways Authority of India [NHAI],-0.451707,ApprovalToStartDays,-0.408939,OriginalCost,-0.286274,ExpenditureProgressGap,-0.259042,ProjectAgeDays,-0.248397,Expenditure; HasRevisedDoc; CurrentExpenditureRatio
617188,,2026-04-01,0.516896,1,Agency_National Thermal Power Corporation [NTPC],0.931813,ExpenditureProgressGap,-0.345787,HasRevisedDoc,-0.282525,Expenditure,0.261968,CurrentExpenditureRatio,0.238743,Agency_National Thermal Power Corporation [NTPC]; Expenditure; CurrentExpenditureRatio
618596,,2026-05-01,0.865873,1,Agency_National Highways Authority of India [NHAI],0.858997,ProgressVelocity,0.446641,CurrentExpenditureRatio,0.220545,OriginalCost,-0.206051,RobustCurrentGap,0.144329,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; CurrentExpenditureRatio
619184,,2026-05-01,0.790594,1,RobustCurrentGap,0.455503,NoProgress,0.439092,ExpenditureProgressGap,0.374553,ProgressVelocity,0.340484,CurrentExpenditureRatio,-0.338908,RobustCurrentGap; NoProgress; ExpenditureProgressGap
400119,,2026-04-01,0.297559,0,Agency_National Highways Authority of India [NHAI],-0.449204,Physical Progress,0.225961,OriginalCost,-0.194913,ExpenditureProgressGap,-0.194086,RevisedCost,-0.108355,Physical Progress; RobustCurrentGap; Expenditure
400160,,2026-04-01,0.87124,1,Agency_Ministry of Coal,0.753312,State_Jharkhand,0.704291,Agency_National Highways Authority of India [NHAI],-0.393761,RobustCurrentGap,0.316776,Expenditure,0.228106,Agency_Ministry of Coal; State_Jharkhand; RobustCurrentGap
619253,,2026-04-01,0.166264,0,ProjectAgeDays,-0.621694,CurrentExpenditureRatio,-0.579297,ProgressScheduleGap,0.456153,Agency_National Highways Authority of India [NHAI],-0.274197,HasRevisedDoc,-0.245614,ProgressScheduleGap; State_Telangana; ExpenditureProgressGap
618153,,2026-05-01,0.81682,1,NoProgress,0.65638,ProgressVelocity,0.429573,Physical Progress,0.425099,RobustCurrentGap,0.359956,ExpenditureProgressGap,0.356069,NoProgress; ProgressVelocity; Physical Progress
618441,,2026-04-01,0.169511,0,HasRevisedDoc,-0.453396,ProgressVelocity,-0.42902,Physical Progress,-0.389097,Agency_National Highways Authority of India [NHAI],-0.286395,Agency_NHIDCL,0.224133,Agency_NHIDCL; RobustCurrentGap; CurrentExpenditureRatio
709752,,2026-04-01,0.564628,1,CurrentExpenditureRatio,0.37583,Agency_National Highways Authority of India [NHAI],-0.302074,Physical Progress,0.260106,ProgressVelocity,-0.216797,ExpenditureProgressGap,0.192247,CurrentExpenditureRatio; Physical Progress; ExpenditureProgressGap
618724,,2026-05-01,0.849776,1,Agency_National Highways Authority of India [NHAI],1.14003,ProgressVelocity,0.746062,ApprovalToStartDays,0.306477,RemainingPlannedDays,0.215379,Physical Progress,-0.21127,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; ApprovalToStartDays
616587,,2026-05-01,0.0856,0,Physical Progress,-0.538697,Agency_National Highways Authority of India [NHAI],-0.474028,ProjectAgeDays,-0.391556,HasRevisedDoc,-0.357394,NoProgress,0.333003,NoProgress; ProgressVelocity; RemainingPlannedDays
617416,,2026-05-01,0.103603,0,Physical Progress,-0.441288,HasRevisedDoc,-0.379945,State_Jharkhand,0.285164,Agency_National Highways Authority of India [NHAI],-0.264026,OriginalCost,-0.236602,State_Jharkhand; ExpenditureProgressGap; RobustCurrentGap
619341,,2026-05-01,0.260099,0,Agency_National Thermal Power Corporation [NTPC],0.945799,Physical Progress,-0.56234,OriginalCost,-0.425003,RevisedCost,-0.406956,HasRevisedDoc,-0.257836,Agency_National Thermal Power Corporation [NTPC]; ProjectAgeDays; RemainingPlannedDays
705391,,2026-05-01,0.056481,0,RemainingPlannedDays,-0.738488,ApprovalToStartDays,-0.700632,Agency_National Highways Authority of India [NHAI],-0.51725,Expenditure,0.210173,ProjectAgeDays,-0.200494,Expenditure; HasRevisedCost; ElapsedDays
618096,,2026-05-01,0.791333,1,NoProgress,0.54339,CurrentExpenditureRatio,-0.369803,ExpenditureProgressGap,0.367644,RobustCurrentGap,0.328221,ProgressVelocity,0.319074,NoProgress; ExpenditureProgressGap; RobustCurrentGap
618054,,2026-04-01,0.325318,0,Agency_National Highways Authority of India [NHAI],-0.270998,ProgressScheduleGap,-0.199375,Physical Progress,-0.172085,ExpenditureProgressGap,0.151075,ProgressVelocity,-0.147598,ExpenditureProgressGap; ProjectAgeDays; CurrentExpenditureRatio
618038,,2026-05-01,0.214564,0,CurrentExpenditureRatio,-0.729408,"State_Jammu andKashmir",0.535295,Physical Progress,-0.458105,Agency_National Highways Authority of India [NHAI],-0.453831,NoProgress,0.354298,"State_Jammu andKashmir; NoProgress; RevisedCost"
701372,,2026-05-01,0.074291,0,RevisedCost,-0.633884,CurrentExpenditureRatio,-0.595079,Agency_National Highways Authority of India [NHAI],-0.549328,RemainingPlannedDays,-0.368441,ExpenditureProgressGap,-0.29353,Expenditure; Physical Progress; ProjectAgeDays
619057,,2026-04-01,0.313171,0,Agency_National Highways Authority of India [NHAI],-0.364964,ProgressVelocity,-0.355599,ProjectAgeDays,0.346908,ExpenditureProgressGap,-0.279592,RobustCurrentGap,-0.245795,ProjectAgeDays; ProgressScheduleGap; Agency_NHIDCL
615337,,2026-04-01,0.222134,0,Agency_National Highways Authority of India [NHAI],-0.271982,State_Rajasthan,-0.236429,ProgressVelocity,-0.187411,ExpenditureProgressGap,-0.176698,RemainingPlannedDays,-0.142777,CurrentExpenditureRatio; RevisedCost; OriginalCost
612816,,2026-04-01,0.164949,0,HasRevisedDoc,-0.376656,Agency_National Highways Authority of India [NHAI],-0.285407,Physical Progress,-0.211451,RevisedCost,-0.165556,CurrentExpenditureRatio,-0.161353,RobustCurrentGap; State_West Bengal; ProjectAgeDays
619142,,2026-05-01,0.819722,1,Agency_National Highways Authority of India [NHAI],0.843969,NoProgress,0.201287,OriginalCost,0.184855,ProgressScheduleGap,0.165981,ProgressVelocity,0.164052,Agency_National Highways Authority of India [NHAI]; NoProgress; OriginalCost
618517,,2026-04-01,0.558838,1,Agency_National Highways Authority of India [NHAI],0.992886,ExpenditureProgressGap,-0.25533,CurrentExpenditureRatio,-0.211712,ProjectAgeDays,0.186073,ProgressVelocity,-0.184216,Agency_National Highways Authority of India [NHAI]; ProjectAgeDays; ProgressScheduleGap
619055,,2026-04-01,0.018384,0,CurrentExpenditureRatio,-0.7841,Physical Progress,-0.681945,ProjectAgeDays,-0.480309,Agency_National Highways Authority of India [NHAI],-0.375243,Expenditure,-0.278014,RobustCurrentGap; State_Maharashtra; Agency_Western Coalfields Limited [WCL]
618233,,2026-04-01,0.280691,0,CurrentExpenditureRatio,-0.597065,RobustCurrentGap,0.454106,Expenditure,-0.320564,ExpenditureProgressGap,0.280159,Physical Progress,0.263253,RobustCurrentGap; ExpenditureProgressGap; Physical Progress
619197,,2026-05-01,0.883166,1,Agency_NHAI,0.839422,Agency_National Highways Authority of India [NHAI],-0.483215,CurrentExpenditureRatio,0.43344,RemainingPlannedDays,0.322356,ProgressVelocity,0.297312,Agency_NHAI; CurrentExpenditureRatio; RemainingPlannedDays
618179,,2026-05-01,0.858462,1,NoProgress,0.56893,Physical Progress,0.430779,RobustCurrentGap,0.43076,ExpenditureProgressGap,0.366298,CurrentExpenditureRatio,-0.360727,NoProgress; Physical Progress; RobustCurrentGap
400205,,2026-04-01,0.046093,0,ApprovalToStartDays,-0.618558,Physical Progress,-0.523413,Agency_National Highways Authority of India [NHAI],-0.515008,ExpenditureProgressGap,-0.365973,State_Uttar Pradesh,-0.217419,Expenditure; CurrentExpenditureRatio; HasRevisedDoc
618289,,2026-04-01,0.358147,0,ProgressVelocity,-0.414668,Agency_National Highways Authority of India [NHAI],-0.339158,CurrentExpenditureRatio,0.208324,Agency_NHIDCL,0.177783,RobustCurrentGap,-0.144736,CurrentExpenditureRatio; Agency_NHIDCL; RevisedCost
619167,,2026-05-01,0.970588,1,Agency_National Highways Authority of India [NHAI],0.943714,ProgressVelocity,0.557969,NoProgress,0.435952,ProjectAgeDays,0.248077,Physical Progress,0.222744,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
709812,,2026-05-01,0.126013,0,ExpenditureProgressGap,-0.592226,RobustCurrentGap,-0.561451,Agency_National Highways Authority of India [NHAI],-0.422219,State_Gujarat,-0.421922,Physical Progress,-0.342188,NoProgress; CurrentExpenditureRatio; RemainingPlannedDays
618766,,2026-05-01,0.696588,1,ProgressVelocity,0.897076,Agency_NHAI,0.515255,Agency_National Highways Authority of India [NHAI],-0.252343,ProgressScheduleGap,0.244535,ProjectAgeDays,-0.231909,ProgressVelocity; Agency_NHAI; ProgressScheduleGap
615865,,2026-04-01,0.233459,0,Agency_National Highways Authority of India [NHAI],-0.420579,ProjectAgeDays,-0.235641,ProgressVelocity,-0.158835,RemainingPlannedDays,-0.153927,ExpenditureProgressGap,-0.135461,CurrentExpenditureRatio; ProgressScheduleGap; Physical Progress
617212,,2026-05-01,0.161821,0,ProgressVelocity,0.538405,Agency_National Highways Authority of India [NHAI],-0.4539,Physical Progress,-0.357186,OriginalCost,-0.268209,ApprovalToStartDays,-0.18181,ProgressVelocity; RemainingPlannedDays; HasRevisedDoc
618690,,2026-05-01,0.755993,1,Agency_National Highways Authority of India [NHAI],1.040076,State_Uttar Pradesh,-0.396647,CurrentExpenditureRatio,0.322237,RobustCurrentGap,0.285231,ProjectAgeDays,-0.257879,Agency_National Highways Authority of India [NHAI]; CurrentExpenditureRatio; RobustCurrentGap
618692,,2026-05-01,0.963482,1,Agency_National Highways Authority of India [NHAI],1.092635,ProgressVelocity,0.580734,NoProgress,0.482535,RevisedCost,0.315064,RobustCurrentGap,0.241455,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
703585,,2026-05-01,0.19554,0,Agency_National Highways Authority of India [NHAI],-0.535914,Physical Progress,-0.411473,ProjectAgeDays,-0.239737,RevisedCost,-0.128108,NoProgress,-0.102756,ProgressVelocity; CurrentExpenditureRatio; ExpenditureProgressGap
618370,,2026-05-01,0.725691,1,CurrentExpenditureRatio,-0.537942,NoProgress,0.458389,ExpenditureProgressGap,0.371283,RobustCurrentGap,0.341096,ProgressVelocity,0.338092,NoProgress; ExpenditureProgressGap; RobustCurrentGap
709794,,2026-04-01,0.106057,0,Agency_National Highways Authority of India [NHAI],-0.439497,Physical Progress,-0.283398,ProgressVelocity,-0.170943,OriginalCost,-0.149354,ExpenditureProgressGap,-0.148979,HasRevisedDoc; Expenditure; State_Uttar Pradesh
616695,,2026-05-01,0.102231,0,CurrentExpenditureRatio,-0.476332,Agency_National Highways Authority of India [NHAI],-0.397566,HasRevisedDoc,-0.308528,ExpenditureProgressGap,-0.289538,NoProgress,0.280157,NoProgress; ProgressVelocity; Agency_East Coast Railway [ECoR] - II
611971,,2026-04-01,0.431541,0,RevisedCost,0.694986,Agency_National Highways Authority of India [NHAI],-0.364787,State_Gujarat,-0.173448,Physical Progress,-0.172249,OriginalCost,0.154575,RevisedCost; OriginalCost; HasRevisedCost
617288,,2026-05-01,0.33996,0,HasRevisedDoc,-0.305003,NoProgress,0.299535,Agency_National Highways Authority of India [NHAI],-0.274101,Physical Progress,-0.261436,CurrentExpenditureRatio,0.19331,NoProgress; CurrentExpenditureRatio; OriginalCost
705392,,2026-05-01,0.07213,0,Agency_National Highways Authority of India [NHAI],-0.568151,CurrentExpenditureRatio,-0.55001,ProgressVelocity,-0.331195,RobustCurrentGap,-0.281926,OriginalCost,-0.20176,Expenditure; LateStageLowProgress; HasRevisedDoc
705500,,2026-05-01,0.139254,0,Agency_National Highways Authority of India [NHAI],-0.536359,Expenditure,-0.343807,CurrentExpenditureRatio,-0.295654,ExpenditureProgressGap,-0.225608,RemainingPlannedDays,-0.22414,State_Maharashtra; ProgressVelocity; NoProgress
705410,,2026-05-01,0.034325,0,CurrentExpenditureRatio,-0.84779,Agency_National Highways Authority of India [NHAI],-0.610728,RemainingPlannedDays,-0.609159,ExpenditureProgressGap,-0.482705,RobustCurrentGap,-0.278609,ApprovalToStartDays; OriginalCost; HasRevisedDoc
705629,,2026-04-01,0.17728,0,ApprovalToStartDays,-0.701881,Agency_National Highways Authority of India [NHAI],-0.436605,CurrentExpenditureRatio,0.416293,OriginalCost,-0.20462,ExpenditureProgressGap,-0.161399,CurrentExpenditureRatio; Expenditure; Physical Progress
619212,,2026-04-01,0.780884,1,Agency_National Highways Authority of India [NHAI],0.628135,ProgressVelocity,-0.333228,ProgressScheduleGap,0.288883,CurrentExpenditureRatio,0.200594,ExpenditureProgressGap,0.134919,Agency_National Highways Authority of India [NHAI]; ProgressScheduleGap; CurrentExpenditureRatio
709845,,2026-05-01,0.146831,0,Agency_National Highways Authority of India [NHAI],-0.467558,ExpenditureProgressGap,-0.353485,RobustCurrentGap,-0.259553,RevisedCost,-0.198636,CurrentExpenditureRatio,0.163157,CurrentExpenditureRatio; Physical Progress; RobustCurrentExpenditurePct
618134,,2026-05-01,0.208415,0,CurrentExpenditureRatio,-0.596618,Expenditure,-0.330899,ExpenditureProgressGap,0.317439,Agency_National Highways Authority of India [NHAI],-0.275008,ProgressScheduleGap,-0.212129,ExpenditureProgressGap; Physical Progress; RobustCurrentGap
615335,,2026-04-01,0.178233,0,Agency_National Highways Authority of India [NHAI],-0.38476,ExpenditureProgressGap,-0.361482,CurrentExpenditureRatio,0.195554,ProgressVelocity,-0.192263,Physical Progress,-0.169442,CurrentExpenditureRatio; Expenditure; RobustCurrentExpenditurePct
619094,,2026-04-01,0.736872,1,Agency_National Highways Authority of India [NHAI],0.706018,ProgressVelocity,-0.353264,State_Tamil Nadu,0.214505,RobustCurrentGap,0.208087,ProgressScheduleGap,-0.158838,Agency_National Highways Authority of India [NHAI]; State_Tamil Nadu; RobustCurrentGap
619139,,2026-05-01,0.922085,1,Agency_National Highways Authority of India [NHAI],1.252136,ProgressVelocity,0.435146,State_Tamil Nadu,0.268075,ProgressScheduleGap,0.220867,RevisedCost,0.183634,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; State_Tamil Nadu
