ProjectCode,ProjectName,ReportMonth,OverallRiskProbability,OverallRiskPrediction,TopFactor1,TopFactor1_SHAP,TopFactor2,TopFactor2_SHAP,TopFactor3,TopFactor3_SHAP,TopFactor4,TopFactor4_SHAP,TopFactor5,TopFactor5_SHAP,RiskExplanation
701668,,2026-05-01,0.029407,0,CurrentExpenditureRatio,-0.914673,Physical Progress,-0.570319,ProgressVelocity,0.477877,Agency_National Highways Authority of India [NHAI],-0.451459,ProjectAgeDays,-0.411393,ProgressVelocity; RemainingPlannedDays; State_Uttar Pradesh
705502,,2026-04-01,0.312189,0,Agency_National Highways Authority of India [NHAI],-0.440595,ExpenditureProgressGap,-0.393065,Physical Progress,0.296385,RobustCurrentGap,-0.261391,Expenditure,0.228968,Physical Progress; Expenditure; State_Maharashtra
618459,,2026-04-01,0.580094,1,Agency_National Highways Authority of India [NHAI],0.88557,ProgressVelocity,-0.329835,ExpenditureProgressGap,-0.30265,ProgressScheduleGap,-0.256892,CurrentExpenditureRatio,0.208659,Agency_National Highways Authority of India [NHAI]; CurrentExpenditureRatio; ApprovalToStartDays
618331,,2026-05-01,0.295017,0,Physical Progress,-0.744999,NoProgress,0.351522,Agency_NHIDCL,0.325934,ProgressScheduleGap,-0.316557,Agency_National Highways Authority of India [NHAI],-0.29348,NoProgress; Agency_NHIDCL; ProgressVelocity
615202,,2026-05-01,0.180881,0,ProgressVelocity,-0.687929,Agency_National Highways Authority of India [NHAI],-0.485949,Physical Progress,-0.331303,RemainingPlannedDays,0.245668,OriginalCost,-0.24443,RemainingPlannedDays; CurrentExpenditureRatio; LateStageLowProgress
618685,,2026-04-01,0.796314,1,Agency_National Highways Authority of India [NHAI],0.847674,CurrentExpenditureRatio,0.337703,ProjectAgeDays,0.322572,ProgressScheduleGap,-0.233968,ProgressVelocity,-0.192956,Agency_National Highways Authority of India [NHAI]; CurrentExpenditureRatio; ProjectAgeDays
618761,,2026-04-01,0.694025,1,Agency_National Highways Authority of India [NHAI],0.88094,CurrentExpenditureRatio,0.185911,ExpenditureProgressGap,-0.184493,Expenditure,-0.170116,ProgressVelocity,-0.165318,Agency_National Highways Authority of India [NHAI]; CurrentExpenditureRatio; ProjectAgeDays
705495,,2026-04-01,0.118089,0,Agency_National Highways Authority of India [NHAI],-0.470839,ApprovalToStartDays,-0.41953,Expenditure,-0.204189,Physical Progress,-0.203038,ProgressVelocity,-0.157743,HasRevisedCost; HasRevisedDoc; State_Gujarat
619318,,2026-05-01,0.860392,1,Agency_National Highways Authority of India [NHAI],1.152041,NoProgress,0.318475,Physical Progress,-0.266186,Expenditure,0.218802,ProgressVelocity,0.201266,Agency_National Highways Authority of India [NHAI]; NoProgress; Expenditure
619227,,2026-04-01,0.092713,0,Physical Progress,-0.52702,CurrentExpenditureRatio,-0.329267,Agency_National Highways Authority of India [NHAI],-0.324939,HasRevisedDoc,-0.278226,RobustCurrentGap,0.248253,RobustCurrentGap; ProjectAgeDays; State_Gujarat
617181,,2026-05-01,0.142593,0,Agency_National Highways Authority of India [NHAI],-0.42425,Physical Progress,-0.281631,RevisedCost,-0.204705,ProjectAgeDays,-0.193937,State_Rajasthan,-0.144839,Expenditure; OriginalCost; RemainingPlannedDays
619098,,2026-04-01,0.53644,1,Agency_National Highways Authority of India [NHAI],0.703776,ProgressVelocity,-0.412894,Physical Progress,0.303927,ProgressScheduleGap,-0.261069,ApprovalToStartDays,-0.182595,Agency_National Highways Authority of India [NHAI]; Physical Progress; HasRevisedDoc
617950,,2026-04-01,0.063217,0,CurrentExpenditureRatio,-0.806036,Physical Progress,-0.575697,Agency_National Highways Authority of India [NHAI],-0.475335,ProjectAgeDays,-0.350014,RevisedCost,0.315146,RevisedCost; OriginalCost; RemainingPlannedDays
705785,,2026-05-01,0.312699,0,State_Jharkhand,0.692034,Agency_National Highways Authority of India [NHAI],-0.540242,ApprovalToStartDays,-0.517659,Physical Progress,-0.314626,Expenditure,0.157212,State_Jharkhand; Expenditure; RobustCurrentGap
619121,,2026-04-01,0.562967,1,Agency_National Highways Authority of India [NHAI],0.914731,ProgressVelocity,-0.415936,OriginalCost,-0.23856,ExpenditureProgressGap,0.190102,ApprovalToStartDays,-0.17266,Agency_National Highways Authority of India [NHAI]; ExpenditureProgressGap; Expenditure
618552,,2026-05-01,0.875103,1,Agency_National Highways Authority of India [NHAI],1.157523,ProgressVelocity,0.684967,OriginalCost,-0.208987,ExpenditureProgressGap,-0.201223,ApprovalToStartDays,0.196676,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; ApprovalToStartDays
400062,,2026-05-01,0.142691,0,Agency_National Highways Authority of India [NHAI],-0.430637,HasRevisedDoc,-0.409379,RevisedCost,-0.341334,Physical Progress,-0.31443,Expenditure,0.205784,Expenditure; ApprovalToStartDays; RemainingPlannedDays
709851,,2026-04-01,0.204615,0,Agency_National Highways Authority of India [NHAI],-0.421135,Physical Progress,-0.286071,ExpenditureProgressGap,-0.260138,Expenditure,0.255086,RemainingPlannedDays,0.248356,Expenditure; RemainingPlannedDays; ProjectAgeDays
618760,,2026-04-01,0.589178,1,Agency_National Highways Authority of India [NHAI],1.051794,CurrentExpenditureRatio,-0.36018,ProgressVelocity,-0.28298,ExpenditureProgressGap,-0.186521,Physical Progress,0.179686,Agency_National Highways Authority of India [NHAI]; Physical Progress; HasRevisedDoc
619301,,2026-05-01,0.807611,1,Agency_NHAI,0.698354,NoProgress,0.514521,ProgressVelocity,0.43956,Agency_National Highways Authority of India [NHAI],-0.353826,State_Bihar,0.278581,Agency_NHAI; NoProgress; ProgressVelocity
705392,,2026-04-01,0.169573,0,Agency_National Highways Authority of India [NHAI],-0.502585,CurrentExpenditureRatio,-0.409429,RobustCurrentGap,-0.254719,OriginalCost,-0.245135,Expenditure,0.239225,Expenditure; ProgressScheduleGap; LateStageLowProgress
617923,,2026-04-01,0.213768,0,Agency_National Highways Authority of India [NHAI],-0.399165,RevisedCost,-0.36479,ProgressScheduleGap,-0.31037,RemainingPlannedDays,0.259825,Physical Progress,-0.256382,RemainingPlannedDays; OriginalCost; Expenditure
618852,,2026-04-01,0.816042,1,Agency_National Highways Authority of India [NHAI],0.917295,OriginalCost,0.328746,ProgressVelocity,-0.216234,CurrentExpenditureRatio,0.207926,RevisedCost,0.152461,Agency_National Highways Authority of India [NHAI]; OriginalCost; CurrentExpenditureRatio
705617,,2026-04-01,0.047793,0,CurrentExpenditureRatio,-0.739736,Agency_National Highways Authority of India [NHAI],-0.484961,Expenditure,-0.26914,OriginalCost,-0.263377,RemainingPlannedDays,-0.241892,HasRevisedDoc; ApprovalToStartDays; PlannedDurationDays
617951,,2026-04-01,0.074035,0,CurrentExpenditureRatio,-0.723792,Physical Progress,-0.680144,Agency_National Highways Authority of India [NHAI],-0.472768,ProgressScheduleGap,0.293242,Expenditure,-0.245951,ProgressScheduleGap; RemainingPlannedDays; RevisedCost
618434,,2026-04-01,0.399989,0,ProjectAgeDays,-0.41103,RobustCurrentGap,0.323937,ProgressVelocity,-0.312933,Agency_National Highways Authority of India [NHAI],-0.308536,State_Arunachal Pradesh,-0.243458,RobustCurrentGap; ExpenditureProgressGap; Physical Progress
618471,,2026-04-01,0.54272,1,Agency_National Highways Authority of India [NHAI],0.484001,ProgressVelocity,-0.458086,OriginalCost,-0.21723,RobustCurrentGap,0.179873,ExpenditureProgressGap,0.155784,Agency_National Highways Authority of India [NHAI]; RobustCurrentGap; ExpenditureProgressGap
617802,,2026-04-01,0.306608,0,Expenditure,0.315464,ProjectAgeDays,-0.312751,HasRevisedDoc,-0.273114,Agency_National Highways Authority of India [NHAI],-0.250167,RevisedCost,0.232998,Expenditure; RevisedCost; CurrentExpenditureRatio
613801,,2026-05-01,0.206214,0,Agency_National Highways Authority of India [NHAI],-0.496918,ExpenditureProgressGap,-0.401843,NoProgress,0.324333,RobustCurrentGap,-0.28601,Physical Progress,-0.225329,NoProgress; CurrentExpenditureRatio; ProgressVelocity
618328,,2026-05-01,0.77407,1,NoProgress,0.557324,ProgressVelocity,0.515394,HasRevisedDoc,-0.459784,Agency_NHIDCL,0.400613,ExpenditureProgressGap,0.23675,NoProgress; ProgressVelocity; Agency_NHIDCL
618489,,2026-05-01,0.799752,1,Agency_National Highways Authority of India [NHAI],1.061129,ProgressVelocity,0.362323,ExpenditureProgressGap,-0.200357,OriginalCost,-0.135311,RobustCurrentGap,-0.134989,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; ProjectAgeDays
709845,,2026-04-01,0.159022,0,Agency_National Highways Authority of India [NHAI],-0.423876,ExpenditureProgressGap,-0.350675,RobustCurrentGap,-0.230914,RevisedCost,-0.18881,ProgressVelocity,-0.176697,CurrentExpenditureRatio; Physical Progress; Expenditure
618249,,2026-05-01,0.038928,0,CurrentExpenditureRatio,-0.863076,Physical Progress,-0.581356,Agency_National Highways Authority of India [NHAI],-0.518531,ProjectAgeDays,-0.463245,Expenditure,-0.428585,RobustCurrentGap; ApprovalToStartDays; ExpenditureProgressGap
705912,,2026-04-01,0.469218,1,Agency_North Western Railway [NWR],1.584351,HasRevisedDoc,-0.387566,ApprovalToStartDays,-0.336552,ExpenditureProgressGap,-0.291617,Agency_National Highways Authority of India [NHAI],-0.202927,Agency_North Western Railway [NWR]; CurrentExpenditureRatio; ProjectAgeDays
618399,,2026-04-01,0.264749,0,Agency_National Highways Authority of India [NHAI],-0.409464,ProgressVelocity,-0.345988,"State_Jammu andKashmir",0.294202,ExpenditureProgressGap,-0.290219,Agency_NHIDCL,0.219382,"State_Jammu andKashmir; Agency_NHIDCL; CurrentExpenditureRatio"
618218,,2026-05-01,0.659904,1,NoProgress,0.560388,CurrentExpenditureRatio,-0.471475,ExpenditureProgressGap,0.371223,ProgressVelocity,0.339747,State_Uttarakhand,-0.327049,NoProgress; ExpenditureProgressGap; ProgressVelocity
707045,,2026-04-01,0.139114,0,HasRevisedDoc,-0.620317,Agency_National Highways Authority of India [NHAI],-0.289948,CurrentExpenditureRatio,-0.258959,RevisedCost,0.210925,ExpenditureProgressGap,-0.209876,RevisedCost; RobustCurrentGap; RemainingPlannedDays
611927,,2026-05-01,0.171522,0,HasRevisedDoc,-0.482069,Agency_National Highways Authority of India [NHAI],-0.468796,NoProgress,0.358469,RobustCurrentGap,-0.331578,ExpenditureProgressGap,-0.320732,NoProgress; ProgressVelocity; ProgressScheduleGap
618006,,2026-04-01,0.721346,1,State_Bihar,0.623856,RobustCurrentGap,0.546115,Physical Progress,0.385898,CurrentExpenditureRatio,-0.336665,ProgressVelocity,-0.243971,State_Bihar; RobustCurrentGap; Physical Progress
618506,,2026-05-01,0.16883,0,Agency_National Highways Authority of India [NHAI],0.562034,ProjectAgeDays,-0.444663,State_Haryana,-0.419484,ProgressScheduleGap,-0.316063,ProgressVelocity,-0.288664,Agency_National Highways Authority of India [NHAI]; OriginalCost; HasRevisedCost
617926,,2026-04-01,0.038266,0,CurrentExpenditureRatio,-0.807978,ProjectAgeDays,-0.68767,Expenditure,-0.433647,Physical Progress,-0.418268,Agency_National Highways Authority of India [NHAI],-0.416844,RobustCurrentGap; ExpenditureProgressGap; ScheduleElapsedRatio
400045,,2026-05-01,0.308083,0,RevisedCost,-0.482244,NoProgress,0.422983,ApprovalToStartDays,-0.351413,ProgressVelocity,0.319534,State_Odisha,-0.280789,NoProgress; ProgressVelocity; ExpenditureProgressGap
612853,,2026-05-01,0.612003,1,Agency_National Highways Authority of India [NHAI],-0.323378,RemainingPlannedDays,0.314041,CurrentExpenditureRatio,0.220303,ProjectAgeDays,0.192774,Expenditure,-0.161331,RemainingPlannedDays; CurrentExpenditureRatio; ProjectAgeDays
618212,,2026-05-01,0.048041,0,CurrentExpenditureRatio,-0.789755,Physical Progress,-0.654086,ProjectAgeDays,-0.47963,Agency_National Highways Authority of India [NHAI],-0.403477,OriginalCost,0.368221,OriginalCost; RevisedCost; RobustCurrentGap
618944,,2026-04-01,0.505356,1,Agency_National Highways Authority of India [NHAI],0.857202,ProgressVelocity,-0.45538,ProjectAgeDays,-0.236041,Physical Progress,-0.201637,RemainingPlannedDays,0.14643,Agency_National Highways Authority of India [NHAI]; RemainingPlannedDays; ScheduleElapsedRatio
618962,,2026-05-01,0.76144,1,Agency_National Highways Authority of India [NHAI],0.934788,ProgressVelocity,0.91336,ProjectAgeDays,-0.31387,Physical Progress,-0.225565,RobustCurrentGap,-0.168954,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; ScheduleElapsedRatio
617837,,2026-04-01,0.605878,1,CurrentExpenditureRatio,0.368071,Agency_National Highways Authority of India [NHAI],-0.296854,Physical Progress,0.219184,ExpenditureProgressGap,0.215903,State_West Bengal,0.174455,CurrentExpenditureRatio; Physical Progress; ExpenditureProgressGap
618140,,2026-05-01,0.271412,0,ProgressVelocity,-0.508185,Agency_National Highways Authority of India [NHAI],-0.437315,Expenditure,0.304565,NegativeProgressVelocity,-0.250492,Physical Progress,-0.224404,Expenditure; RemainingPlannedDays; CurrentExpenditureRatio
618265,,2026-05-01,0.800011,1,RobustCurrentGap,0.497877,CurrentExpenditureRatio,-0.490247,Physical Progress,0.468466,Agency_National Highways Authority of India [NHAI],-0.292718,ExpenditureProgressGap,0.27634,RobustCurrentGap; Physical Progress; ExpenditureProgressGap
618623,,2026-05-01,0.684941,1,Agency_National Highways Authority of India [NHAI],0.747715,OriginalCost,-0.218715,ProgressScheduleGap,-0.210819,Expenditure,0.17737,ProgressVelocity,0.125638,Agency_National Highways Authority of India [NHAI]; Expenditure; ProgressVelocity
701602,,2026-05-01,0.203551,0,ProgressVelocity,-0.567675,CurrentExpenditureRatio,0.531151,Agency_National Highways Authority of India [NHAI],-0.490908,ExpenditureProgressGap,-0.289147,RobustCurrentGap,-0.227893,CurrentExpenditureRatio; Physical Progress; HasRevisedCost
618136,,2026-04-01,0.214711,0,CurrentExpenditureRatio,-0.606413,Physical Progress,0.352614,ProgressVelocity,-0.313799,ExpenditureProgressGap,0.267733,RobustCurrentGap,0.257914,Physical Progress; ExpenditureProgressGap; RobustCurrentGap
701570,,2026-04-01,0.348268,0,Agency_National Highways Authority of India [NHAI],-0.306004,Physical Progress,0.259295,ProgressVelocity,-0.210464,RemainingPlannedDays,-0.197073,ExpenditureProgressGap,0.172067,Physical Progress; ExpenditureProgressGap; CurrentExpenditureRatio
618888,,2026-05-01,0.894105,1,Agency_National Highways Authority of India [NHAI],0.786102,RobustCurrentGap,0.325731,Physical Progress,0.245581,ExpenditureProgressGap,0.203532,ProgressVelocity,0.167356,Agency_National Highways Authority of India [NHAI]; RobustCurrentGap; Physical Progress
618055,,2026-05-01,0.813937,1,NoProgress,0.514803,RobustCurrentGap,0.463904,CurrentExpenditureRatio,-0.428722,ExpenditureProgressGap,0.364358,ProgressVelocity,0.307635,NoProgress; RobustCurrentGap; ExpenditureProgressGap
615190,,2026-04-01,0.269472,0,HasRevisedDoc,-0.399348,RevisedCost,0.365312,ProgressVelocity,-0.248503,Agency_National Highways Authority of India [NHAI],-0.215435,Physical Progress,-0.173427,RevisedCost; RobustCurrentGap; OriginalCost
618539,,2026-04-01,0.183803,0,Agency_National Highways Authority of India [NHAI],0.684924,ProjectAgeDays,-0.290217,RobustCurrentGap,-0.273099,State_Uttar Pradesh,-0.269915,Physical Progress,-0.255206,Agency_National Highways Authority of India [NHAI]; HasRevisedCost; LateStageLowProgress
616594,,2026-05-01,0.254731,0,Agency_National Highways Authority of India [NHAI],-0.377007,State_Uttar Pradesh,-0.298026,ProgressScheduleGap,-0.244086,ExpenditureProgressGap,0.228669,RevisedCost,-0.194837,ExpenditureProgressGap; ProgressVelocity; Physical Progress
617883,,2026-05-01,0.180271,0,Physical Progress,-0.435771,Agency_National Highways Authority of India [NHAI],-0.39138,ProgressVelocity,-0.382491,HasRevisedDoc,-0.32631,NegativeProgressVelocity,-0.241037,State_Delhi; RemainingPlannedDays; ApprovalToStartDays
616225,,2026-05-01,0.067806,0,Physical Progress,-0.750911,CurrentExpenditureRatio,-0.73694,Agency_National Highways Authority of India [NHAI],-0.367036,NoProgress,0.297322,HasRevisedDoc,-0.283687,NoProgress; State_Jharkhand; ProgressVelocity
705505,,2026-04-01,0.182892,0,Agency_National Highways Authority of India [NHAI],-0.460925,ExpenditureProgressGap,-0.455773,ProjectAgeDays,-0.18421,ProgressVelocity,-0.156353,OriginalCost,-0.1356,State_Maharashtra; HasRevisedDoc; CurrentExpenditureRatio
617929,,2026-04-01,0.43035,0,ProjectAgeDays,-0.357024,Agency_National Highways Authority of India [NHAI],-0.353424,ProgressVelocity,-0.246292,ProgressScheduleGap,0.197359,Physical Progress,0.189463,ProgressScheduleGap; Physical Progress; ExpenditureProgressGap
617226,,2026-05-01,0.053785,0,CurrentExpenditureRatio,-0.436113,Agency_National Highways Authority of India [NHAI],-0.35949,Physical Progress,-0.324882,HasRevisedDoc,-0.301211,OriginalCost,-0.236287,State_Uttar Pradesh; State_Gujarat; State_Odisha
709840,,2026-05-01,0.223974,0,ExpenditureProgressGap,-0.430101,Agency_National Highways Authority of India [NHAI],-0.422346,RobustCurrentGap,-0.263733,RemainingPlannedDays,-0.217459,CurrentExpenditureRatio,0.17178,CurrentExpenditureRatio; HasRevisedDoc; Physical Progress
619029,,2026-04-01,0.21389,0,ExpenditureProgressGap,-0.349766,State_Gujarat,-0.349609,Agency_National Highways Authority of India [NHAI],-0.282568,RevisedCost,0.236312,Physical Progress,-0.234135,RevisedCost; RemainingPlannedDays; CurrentExpenditureRatio
613002,,2026-05-01,0.154031,0,Physical Progress,-0.753026,HasRevisedDoc,-0.52289,Agency_National Highways Authority of India [NHAI],-0.418911,RevisedCost,-0.33267,NoProgress,0.293432,NoProgress; State_Tamil Nadu; CurrentExpenditureRatio
616616,,2026-05-01,0.276452,0,CurrentExpenditureRatio,-0.900301,Agency_National Highways Authority of India [NHAI],-0.527458,Expenditure,0.424147,ExpenditureProgressGap,-0.230182,RemainingPlannedDays,0.184319,Expenditure; RemainingPlannedDays; RevisedCost
618358,,2026-05-01,0.441555,0,Agency_NHIDCL,0.629066,ProgressVelocity,0.431946,CurrentExpenditureRatio,-0.305998,Agency_National Highways Authority of India [NHAI],-0.303028,NoProgress,0.253943,Agency_NHIDCL; ProgressVelocity; NoProgress
618359,,2026-05-01,0.806633,1,NoProgress,0.463025,Agency_NHIDCL,0.354325,ProgressVelocity,0.319767,ExpenditureProgressGap,0.221381,Agency_National Highways Authority of India [NHAI],-0.202201,NoProgress; Agency_NHIDCL; ProgressVelocity
619308,,2026-04-01,0.111826,0,Agency_NHAI,0.615359,ExpenditureProgressGap,-0.530257,Agency_National Highways Authority of India [NHAI],-0.485063,CurrentExpenditureRatio,-0.400991,RevisedCost,-0.277802,Agency_NHAI; Physical Progress; HasRevisedCost
618734,,2026-05-01,0.921398,1,Agency_National Highways Authority of India [NHAI],1.174644,ProgressVelocity,1.133789,Physical Progress,-0.255161,ApprovalToStartDays,0.224284,ProjectAgeDays,-0.216373,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; ApprovalToStartDays
611884,,2026-05-01,0.432598,0,Agency_North Western Railway [NWR],1.310298,ExpenditureProgressGap,-0.391357,Agency_National Highways Authority of India [NHAI],-0.376741,State_Haryana,-0.373398,RobustCurrentGap,-0.239041,Agency_North Western Railway [NWR]; CurrentExpenditureRatio; OriginalCost
707086,,2026-04-01,0.087553,0,ExpenditureProgressGap,-0.54305,HasRevisedDoc,-0.529662,RobustCurrentGap,-0.404118,Agency_National Highways Authority of India [NHAI],-0.301627,State_Uttarakhand,-0.274636,ProjectAgeDays; Physical Progress; CurrentExpenditureRatio
602593,,2026-05-01,0.110824,0,Agency_National Highways Authority of India [NHAI],-0.538187,ExpenditureProgressGap,-0.389888,RobustCurrentGap,-0.278313,OriginalCost,-0.26537,Physical Progress,-0.239138,CurrentExpenditureRatio; Expenditure; HasRevisedDoc
619163,,2026-05-01,0.855783,1,Agency_National Highways Authority of India [NHAI],1.183015,ProgressVelocity,0.398889,ExpenditureProgressGap,-0.317205,ProjectAgeDays,0.274352,NoProgress,0.241589,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; ProjectAgeDays
611977,,2026-04-01,0.111961,0,HasRevisedDoc,-0.503532,ExpenditureProgressGap,-0.330274,Agency_National Highways Authority of India [NHAI],-0.257676,ProgressVelocity,-0.176121,State_Gujarat,-0.167584,CurrentExpenditureRatio; OriginalCost; RemainingPlannedDays
618433,,2026-05-01,0.20639,0,NoProgress,0.542429,CurrentExpenditureRatio,-0.485441,ProgressVelocity,0.432928,Expenditure,-0.332896,Agency_National Highways Authority of India [NHAI],-0.295333,NoProgress; ProgressVelocity; Agency_NHIDCL
618399,,2026-05-01,0.621276,1,Agency_NHIDCL,0.592878,Agency_National Highways Authority of India [NHAI],-0.365466,NoProgress,0.35733,ProgressVelocity,0.32484,"State_Jammu andKashmir",0.306785,Agency_NHIDCL; NoProgress; ProgressVelocity
618476,,2026-05-01,0.96158,1,Agency_National Highways Authority of India [NHAI],0.945568,ProgressVelocity,0.539945,Physical Progress,0.465407,NoProgress,0.449229,ProjectAgeDays,0.195968,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; Physical Progress
618812,,2026-04-01,0.540321,1,Agency_National Highways Authority of India [NHAI],0.884539,ProgressVelocity,-0.45261,ProjectAgeDays,-0.286917,RemainingPlannedDays,0.196428,Physical Progress,-0.17341,Agency_National Highways Authority of India [NHAI]; RemainingPlannedDays; ApprovalToStartDays
705572,,2026-05-01,0.122906,0,Agency_National Highways Authority of India [NHAI],-0.517902,Expenditure,-0.39266,ExpenditureProgressGap,-0.270998,ProjectAgeDays,-0.243635,CurrentExpenditureRatio,0.243177,CurrentExpenditureRatio; Physical Progress; ProgressVelocity
613802,,2026-05-01,0.37397,0,Agency_National Highways Authority of India [NHAI],-0.425271,NoProgress,0.310814,RemainingPlannedDays,-0.263133,ExpenditureProgressGap,-0.252676,RobustCurrentGap,-0.215108,NoProgress; RevisedCost; ProgressVelocity
619328,,2026-05-01,0.231955,0,ProjectAgeDays,-0.269123,Expenditure,0.266584,Agency_National Highways Authority of India [NHAI],-0.2665,Physical Progress,-0.230078,CurrentExpenditureRatio,0.211967,Expenditure; CurrentExpenditureRatio; RobustCurrentExpenditurePct
705237,,2026-04-01,0.041623,0,RevisedCost,-0.67143,CurrentExpenditureRatio,-0.636428,Agency_National Highways Authority of India [NHAI],-0.531365,OriginalCost,-0.524038,RobustCurrentExpenditurePct,-0.184307,Expenditure; ProjectAgeDays; HasRevisedDoc
618746,,2026-05-01,0.896748,1,Agency_National Highways Authority of India [NHAI],0.974666,ProgressVelocity,0.609734,ExpenditureProgressGap,0.115663,ApprovalToStartDays,0.115198,RobustCurrentGap,0.110837,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; ExpenditureProgressGap
617233,,2026-04-01,0.038504,0,CurrentExpenditureRatio,-0.853383,Physical Progress,-0.675304,Agency_National Highways Authority of India [NHAI],-0.378066,HasRevisedDoc,-0.33836,Expenditure,-0.28473,OriginalCost; RemainingPlannedDays; ProgressScheduleGap
618034,,2026-04-01,0.374499,0,Expenditure,0.324368,Agency_National Highways Authority of India [NHAI],-0.308955,Physical Progress,-0.236199,ProgressScheduleGap,-0.224803,ProgressVelocity,-0.203834,Expenditure; OriginalCost; RemainingPlannedDays
400156,,2026-05-01,0.483432,1,Agency_Ministry of Coal,0.70723,State_Jharkhand,0.515703,ProgressVelocity,-0.4618,Agency_National Highways Authority of India [NHAI],-0.377232,HasRevisedDoc,-0.287806,Agency_Ministry of Coal; State_Jharkhand; Expenditure
612827,,2026-05-01,0.213132,0,HasRevisedDoc,-0.452724,Agency_National Highways Authority of India [NHAI],-0.331422,Physical Progress,-0.26382,ProjectAgeDays,0.259498,RobustCurrentGap,-0.187572,ProjectAgeDays; Agency_East Coast Railway [ECoR] - II; OriginalCost
701396,,2026-04-01,0.087527,0,RemainingPlannedDays,-0.631924,CurrentExpenditureRatio,-0.478458,Agency_National Highways Authority of India [NHAI],-0.474142,RobustCurrentExpenditurePct,-0.209508,RevisedCost,-0.179844,State_Maharashtra; HasRevisedCost; HasRevisedDoc
618377,,2026-05-01,0.507109,1,CurrentExpenditureRatio,-0.520755,Physical Progress,0.429812,Agency_National Highways Authority of India [NHAI],-0.361062,Expenditure,-0.291128,State_Meghalaya,0.269876,Physical Progress; State_Meghalaya; RevisedCost
702674,,2026-04-01,0.172872,0,RevisedCost,-0.448771,ProjectAgeDays,-0.432528,Agency_National Highways Authority of India [NHAI],-0.360424,ProgressVelocity,-0.295566,ProgressScheduleGap,0.157073,ProgressScheduleGap; ExpenditureProgressGap; Physical Progress
618284,,2026-04-01,0.519283,1,ProgressVelocity,-0.310327,Agency_National Highways Authority of India [NHAI],-0.266009,ExpenditureProgressGap,0.247557,ProgressScheduleGap,0.194231,Physical Progress,0.165945,ExpenditureProgressGap; ProgressScheduleGap; Physical Progress
618966,,2026-05-01,0.664733,1,Agency_National Highways Authority of India [NHAI],1.148,ProgressVelocity,0.525822,ProjectAgeDays,-0.406578,Physical Progress,-0.284803,State_Madhya Pradesh,-0.177484,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; ScheduleElapsedRatio
618227,,2026-05-01,0.841551,1,Agency_National Highways Authority of India [NHAI],-0.390914,Physical Progress,0.26743,ProgressScheduleGap,0.252823,ProgressVelocity,0.251647,ExpenditureProgressGap,0.245602,Physical Progress; ProgressScheduleGap; ProgressVelocity
701173,,2026-04-01,0.155682,0,Agency_National Highways Authority of India [NHAI],-0.473916,State_Haryana,-0.367481,ExpenditureProgressGap,-0.243685,CurrentExpenditureRatio,0.220906,ProgressVelocity,-0.162291,CurrentExpenditureRatio; RobustCurrentExpenditurePct; HasRevisedDoc
618529,,2026-04-01,0.705698,1,Agency_National Highways Authority of India [NHAI],0.920569,ProgressVelocity,-0.355005,ExpenditureProgressGap,0.184667,ProjectAgeDays,-0.150744,NoProgress,-0.14332,Agency_National Highways Authority of India [NHAI]; ExpenditureProgressGap; CurrentExpenditureRatio
706718,,2026-04-01,0.143193,0,Agency_National Highways Authority of India [NHAI],-0.416637,ExpenditureProgressGap,-0.343481,Agency_Airport Authority of India [AAI],-0.29765,RobustCurrentGap,-0.21714,ProgressVelocity,-0.163589,CurrentExpenditureRatio; OriginalCost; HasRevisedDoc
618251,,2026-05-01,0.025043,0,CurrentExpenditureRatio,-0.922812,Agency_National Highways Authority of India [NHAI],-0.63774,ProjectAgeDays,-0.49105,Physical Progress,-0.463126,Expenditure,-0.345155,State_Bihar; ProgressVelocity; RemainingPlannedDays
619216,,2026-05-01,0.745249,1,Agency_National Highways Authority of India [NHAI],0.951999,OriginalCost,-0.22387,CurrentExpenditureRatio,0.221845,ProgressVelocity,0.190086,RobustCurrentGap,-0.155149,Agency_National Highways Authority of India [NHAI]; CurrentExpenditureRatio; ProgressVelocity
618423,,2026-05-01,0.86899,1,NoProgress,0.641875,ProgressVelocity,0.510711,Agency_NHIDCL,0.368021,Agency_National Highways Authority of India [NHAI],-0.27265,ExpenditureProgressGap,0.228201,NoProgress; ProgressVelocity; Agency_NHIDCL
618053,,2026-04-01,0.018354,0,CurrentExpenditureRatio,-0.889506,Physical Progress,-0.698639,ProjectAgeDays,-0.626423,Agency_National Highways Authority of India [NHAI],-0.433357,Expenditure,-0.422836,ScheduleElapsedRatio; RemainingPlannedDays; ExpenditureProgressGap
400006,,2026-05-01,0.242016,0,Agency_National Highways Authority of India [NHAI],-0.456867,ProgressVelocity,-0.197806,RemainingPlannedDays,-0.164278,Physical Progress,-0.130202,State_Odisha,-0.116198,CurrentExpenditureRatio; OriginalCost; RevisedCost
